label,text
1,"The Cherry Orchard was me first experience with Chekhov, and I was surprised at the depth in this 49 page play. By no means would I considered myself a ""literary expert,"" but this was very readable and you can pull a lot of the deeper meanings and its context in Russian history by yourself. I was confused at a couple people who write that the simply couldn't understand it and it put them to sleep! It's not THAT tough! If I could understand and appreciate it, almost anyone can!What I like most about Chekhov is that he doesn't simplify his characters. He's a realist in this sense. Lopahkin and Trophimof each have admirable and detestable characteristics, just like you and I. While it may be set in the tumultuous period prior to the Russian revolution, the ideas and the discussions this play provokes are timeless.Highly recommended!"
0,"Having passed the SQL Server 6.5 exam, I didn't even find this much help as a review or prep for SQL 2000... Had to get a better book immediately!"
0,"great if you like doing stupid tasks in a tony hawk style manner. only problem is the time clock is always ticking making this an arcade adventure rather than a video game. Don't waste the money, good graphics or not, this game is not entertaining."
0,"DEAD!!!! to long before i use it,they wont take it, dont know what else to say dont know what else to say"
0,"After reading Into Thin Air, I have read everything I could get my hands on regarding the 96 Everest tragedy. I have turned into an ""Armchair Everest Junkie"". Lene's perspective on her survival was of particular interest to me because I am such a chicken when it comes to taking risks. This book was more about who Lene liked and who she thought little of. There was very little credible information that shed light on what she went through. I found it distasteful that she took shots at those whom she accompanied and collectively staked their lives on the bid for the Everest summit. True, Anatoli was a fine mountaineer and human being but he was the only other person she respected. That pretty much sums up the book!"
1,Not your typical high school gay movie. It is well acted and very interesting. Would recommend it to anyone that is into stuff like this.
0,"I usually enjoy the thrill of grand space operas. No suspense in this one though. Everything was totally predictable. The conflict between Svetlana and Bella was tedious; the aliens were somehow uninspired. I enjoyed a couple of his other books, but this one was far too long and uneventful."
0,"Disappointed in the viewer comment on poor quality transfer from VHS to DVD which has discouraged me from completing my contemplated purchase of the DVD. Will keep looking elsewhere for a quality transfer.Am also stymied in not being able to find a CC version. I show these wonderful old film noirs to my 92 year old Dad who is deaf; without CC, it's impossible..."
1,"Excellent video, true to the Autobot story. I missed Megan Fox but her replacement was a great Actress and easy on the eyes! I hope the series doesn't loose steam and die!"
0,"This is a fun movie if you like the romantic comedy.Why 1 star?? There is a scene where an old woman calls ayoung German couple ""facists"". The irony is, the old lady is Italian. Whoever wrote the scene doesn't own I history book Iguess. That's a little on the predjudice side for me and it didn't belong in a comedy. I'm glad the couple weren't African-American, I wonder what she would have called them.Don't support this garbage by buying it, loan it from your library."
1,Altho I Like Ruben very much I was disappointed that Clay did not win top billing on American Idol. I eagerly awaited the release of this album and I was worried when I heard the first critics opinions. They talked of how boring it was. I bought it anyway and I havent regretted it from the very first time I played it. I cant say that there is a song on this album that I dont like and the more I play it the better it gets. I can only see Clay getting better from here as he got better with each and every American Idol Show. If you like Clays voice this album is a must have and play it often to get the full pleasure from it. It definitely Gets Better Every Time!
1,"A classic movie, still spooky after all these years. You can see the difference between good and evil through-out this film."
0,"If you wish to read an Orwellian, dystopian novel set in the future, read the novels by George Orwell himself, 1984 and Animal Farm. Undoubtedly, Fahrenheit 451 is a classic and I guess required reading, if only for completenes, but it certainly failed to hold my interest. I found the writing to be a little more fluffy than what I find enjoyable and the plot is remarkably thin, unlike the richly constructed 1984 and the taut Animal Farm. I'm afraid I can't call myself a Bradbury fan just yet."
